"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000000003",747.194195359907,-0.350703020686579,0.168245681332529,-2.0844696749953,0.0371174658432827,0.163034808641681,"TSPAN6"
"ENSG00000000005",0,NA,NA,NA,NA,NA,"TNMD"
"ENSG00000000419",520.134160051965,0.206107766417861,0.101059218008052,2.0394751758463,0.0414026263001167,0.176031664879168,"DPM1"
"ENSG00000000457",322.664843927049,0.0245269479387471,0.145145067649248,0.168982303952746,0.865810560623561,0.961694238404388,"SCYL3"
"ENSG00000000460",87.682625164828,-0.14714204922212,0.257007253994673,-0.57252099672319,0.566969065257939,0.815848587637724,"C1orf112"
"ENSG00000000938",0.319166568913118,-1.73228897394308,3.49360097648095,-0.495846258804286,0.620002884826012,NA,"FGR"
"ENSG00000000971",5760.14836162122,0.45928190580702,0.234311633845522,1.96013274402677,0.0499802769421343,0.200944465782515,"CFH"
"ENSG00000001036",2025.39179382894,-0.228243688351364,0.125005308318279,-1.82587196833455,0.0678695494953218,0.246790954887551,"FUCA2"
"ENSG00000001084",652.173308358757,-0.253030787429103,0.202576594239605,-1.24906230346543,0.211642286939169,0.495030491999029,"GCLC"
"ENSG00000001167",411.684395281717,-0.533733396573759,0.228791461148912,-2.33283792102001,0.019656653572181,0.105268747648756,"NFYA"
"ENSG00000001460",201.336569053853,-0.123556348103778,0.161114727309945,-0.76688425798646,0.443150334000459,0.73058367200294,"STPG1"
"ENSG00000001461",2918.77668675377,0.00210152395872077,0.288704344043011,0.00727915600191899,0.99419212509989,0.998014166808367,"NIPAL3"
"ENSG00000001497",539.501702816792,-0.0573211492611321,0.109341581209839,-0.524239256711739,0.600112139778689,0.837621133648479,"LAS1L"
"ENSG00000001561",115.914401421895,0.286816638209833,0.715972980501578,0.400597014162325,0.688716844327052,0.887117297132836,"ENPP4"
"ENSG00000001617",604.297522477042,-0.19220280688442,0.198690550510317,-0.967347497859188,0.333370346699507,0.639074750802662,"SEMA3F"
"ENSG00000001626",9.6724145714589,-0.286388065302527,0.586258600932596,-0.488501260104249,0.625194833386451,NA,"CFTR"
"ENSG00000001629",1826.75812135437,-0.246091165637124,0.190393072929052,-1.29254264270858,0.196169288315458,0.474446482200193,"ANKIB1"
"ENSG00000001630",979.608386428198,-0.17975324934218,0.121379855928637,-1.48091499999689,0.138629225359443,0.38640607306755,"CYP51A1"
"ENSG00000001631",848.723819299268,-0.0712550209851311,0.153652803234143,-0.463740455659305,0.64283370875776,0.86210187896363,"KRIT1"
"ENSG00000002016",203.735815126675,-0.411582595769078,0.228455036442082,-1.80159125480003,0.0716097381879243,0.255785255862291,"RAD52"
"ENSG00000002079",3.06484852801131,1.06112994552515,1.77213592723804,0.598785865810514,0.549315688867315,NA,NA
"ENSG00000002330",688.667589034695,0.0103246419431339,0.0964225022817874,0.107077100249492,0.914727814057986,0.976989457490433,"BAD"
"ENSG00000002549",1229.98469317186,0.164300728725487,0.177395585311704,0.926182736942365,0.354351022345473,0.656729477666761,"LAP3"
"ENSG00000002586",8367.26727634875,0.0792894308760596,0.131640081100155,0.60231982701176,0.546961265485205,0.801490814631186,"CD99"
"ENSG00000002587",1.95953335698007,0.399056442749026,1.15881067603973,0.344367247385755,0.730570117047997,NA,"HS3ST1"
"ENSG00000002726",1.53531673945229,0.804939605370371,1.8033625142283,0.446354850463786,0.655340940970784,NA,"AOC1"
"ENSG00000002745",7.28561888515924,-0.616755840397284,1.02005314561186,-0.604631085204229,0.545424147475141,NA,"WNT16"
"ENSG00000002746",126.130005973738,0.193681254724147,0.308349478770702,0.628122529982204,0.529923674966583,0.788533509271851,"HECW1"
"ENSG00000002822",351.152304336473,-0.0573898319667155,0.150034116411462,-0.382511880226804,0.702081718534869,0.893013427123575,"MAD1L1"
